Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Currency,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision_Hours,Discount (%)
17-364-8685,26,Male,High,Single,Master's,High,Ebebiyin,Groceries,USD,$485.42,5,Mixed,1,3,2,None,Somewhat Sensitive,0,8,None,Tablet,PayPal,11/13/2024,TRUE,FALSE,Planned,Express,4,10
23-617-2637,50,Female,Middle,Single,Master's,High,Hekou,Software & Apps,USD,$250.54,4,Mixed,5,5,0,None,Very Sensitive,1,1,Medium,Desktop,Cash,12/27/2024,FALSE,TRUE,Need-based,Express,3,0
68-971-6148,45,Male,High,Single,Master's,Middle,Palampal,Jewelry & Accessories,USD,$163.14,5,Mixed,4,5,0,Low,Not Sensitive,2,1,None,Smartphone,Other,8/7/2024,TRUE,TRUE,Wants-based,Express,1,0
76-672-1193,19,Male,High,Divorced,High School,High,GuacarÃ­,Travel & Leisure (Flights,USD,$162.31,8,In-Store,1,4,0,High,Not Sensitive,1,6,High,Tablet,Debit Card,10/5/2024,FALSE,TRUE,Impulsive,Standard,11,25
78-163-4800,43,Male,Middle,Single,Master's,Middle,Regimin,Toys & Games,USD,$328.21,7,Online,1,1,2,Low,Very Sensitive,0,4,High,Tablet,Other,2/14/2024,FALSE,TRUE,Wants-based,Standard,12,5
91-603-1565,48,Male,Middle,Divorced,High School,Middle,Shostka,Animal Feed,USD,$268.59,4,Mixed,1,2,1,High,Not Sensitive,0,1,None,Desktop,credit card,4/5/2024,FALSE,FALSE,Wants-based,No Preference,3,10
96-772-7220,40,Male,High,Married,Bachelor's,High,Tanjungbalai,Travel & Leisure (Flights,USD,$257.37,7,Mixed,5,5,2,Low,Somewhat Sensitive,1,3,None,Tablet,Credit Card,2/1/2024,TRUE,FALSE,Need-based,Standard,13,30
79-759-6726,18,Male,High,Widowed,High School,High,KÅ‚oczew,Home Appliances,USD,$205.49,4,In-Store,2,4,1,Medium,Very Sensitive,1,3,None,Smartphone,Other,11/9/2024,FALSE,TRUE,Wants-based,Express,11,15
10-328-5732,44,Female,High,Single,High School,Middle,Kliteh,Health Supplements,USD,$407.91,7,In-Store,2,4,2,Low,Very Sensitive,0,6,High,Smartphone,Credit Card,6/17/2024,FALSE,TRUE,Planned,No Preference,14,30
91-053-3261,49,Male,Middle,Divorced,Bachelor's,High,Youcheng,Sports & Outdoors,USD,$254.73,6,Online,5,3,2,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,6/1/2024,TRUE,FALSE,Impulsive,No Preference,3,5
00-264-3797,26,Male,Middle,Married,Master's,Middle,ChavarrÃ­a,Home Appliances,USD,$397.78,12,Mixed,4,2,1,Medium,Somewhat Sensitive,0,1,High,Smartphone,debit card,9/24/2024,TRUE,FALSE,Need-based,No Preference,11,10
80-830-3184,47,Female,High,Single,High School,Middle,Lyon,Jewelry & Accessories,USD,$305.29,3,Online,3,5,0,None,Very Sensitive,1,8,Medium,Desktop,Cash,9/5/2024,TRUE,TRUE,Need-based,Standard,10,15
93-867-8303,21,Female,Middle,Single,Master's,High,Liangnong,Gardening & Outdoors,USD,$257.86,6,In-Store,1,4,2,Medium,Very Sensitive,1,4,High,Smartphone,PayPal,6/12/2024,FALSE,FALSE,Impulsive,Express,1,30
60-073-3575,30,Male,Middle,Widowed,Bachelor's,Middle,EÅ‚k,Books,USD,$393.45,12,Mixed,1,1,2,Low,Very Sensitive,1,2,High,Smartphone,cash,10/6/2024,TRUE,TRUE,Wants-based,No Preference,12,15
99-581-5577,20,Male,High,Single,High School,High,YlÃ¤ne,Gardening & Outdoors,USD,$58.49,6,Mixed,4,1,2,None,Somewhat Sensitive,0,6,Low,Desktop,Debit Card,7/29/2024,FALSE,TRUE,Planned,No Preference,7,25
04-052-5592,41,Male,Middle,Widowed,High School,Middle,Xiaqiao,Food & Beverages,USD,$226.48,11,In-Store,5,3,2,High,Very Sensitive,0,4,Low,Desktop,Cash,10/18/2024,TRUE,TRUE,Impulsive,Standard,11,5
18-614-2070,47,Female,Middle,Married,Bachelor's,High,Ugra,Baby Products,USD,$469.22,6,Mixed,4,4,1,None,Not Sensitive,0,5,Medium,Tablet,Debit Card,8/7/2024,TRUE,TRUE,Need-based,No Preference,7,30
51-415-1931,42,Female,High,Divorced,High School,High,KoÅ›cielec,Electronics,USD,$335.32,6,Mixed,3,4,1,None,Not Sensitive,2,3,None,Desktop,PayPal,8/12/2024,TRUE,TRUE,Impulsive,Express,10,30
34-237-3943,44,Male,Middle,Married,Master's,Middle,Fangshan,Luxury Goods,USD,$184.74,5,Mixed,2,5,1,Medium,Not Sensitive,1,3,Low,Smartphone,Cash,11/27/2024,FALSE,FALSE,Impulsive,Express,10,5
08-584-8296,18,Female,Middle,Divorced,High School,High,Shaxi,Food & Beverages,USD,$442.18,5,Mixed,3,1,2,Low,Very Sensitive,0,8,High,Smartphone,Debit Card,1/25/2024,FALSE,FALSE,Wants-based,Standard,12,0
06-357-6548,39,Female,Middle,Divorced,High School,Middle,Ishikawa,Groceries,USD,"427,1",8,Online,3,3,1,None,Very Sensitive,2,4,Low,Tablet,cash,5/10/2024,FALSE,FALSE,Planned,Express,5,15
25-502-1415,38,Female,High,Married,Master's,Middle,Longhuashan,Arts & Crafts,USD,$326.82,4,Mixed,4,5,0,Medium,Somewhat Sensitive,2,2,Medium,Desktop,Credit Card,4/22/2024,FALSE,TRUE,Planned,No Preference,4,30
20-562-2569,44,Female,High,Divorced,Bachelor's,High,Aramayuan,Mobile Accessories,USD,$98.97,12,Online,2,4,0.3,High,Not Sensitive,2,4,None,Tablet,PayPal,3/19/2024,TRUE,FALSE,Need-based,Standard,11,20
84-315-7189,29,Female,High,Married,Bachelor's,Middle,Å¢Äqchah KhÄnah,Mobile Accessories,USD,$77.65,6,Mixed,4,5,1,High,Somewhat Sensitive,0,9,High,Smartphone,Debit Card,1/24/2024,FALSE,FALSE,Wants-based,Standard,1,15
72-431-5021,35,Female,High,Married,Master's,High,Oeiras,Animal Feed,USD,$85.61,2,Online,4,2,0,Medium,Not Sensitive,1,1,Low,Smartphone,Debit Card,10/4/2024,TRUE,FALSE,Impulsive,Standard,5,15
57-410-7415,33,Female,High,Divorced,Bachelor's,High,TÃ½n nad Vltavou,Food & Beverages,USD,$164.79,4,Online,4,3,0,Medium,Very Sensitive,0,3,Low,Smartphone,Other,5/23/2024,TRUE,TRUE,Impulsive,Express,1,20
89-438-5310,24,Male,High,Divorced,Bachelor's,High,SeleuÅ¡,Travel & Leisure (Flights,USD,$235.46,10,In-Store,5,1,2,Low,Very Sensitive,2,5,Low,Desktop,Cash,11/13/2024,FALSE,TRUE,Impulsive,No Preference,2,0
21-755-8745,37,Male,High,Widowed,High School,High,Montpellier,Packages),USD,$245.14,4,Mixed,2,4,2,High,Not Sensitive,1,3,High,Smartphone,paypal,3/3/2024,TRUE,TRUE,Planned,Standard,3,30
31-395-1286,47,Male,High,Married,High School,High,Ostashkov,Health Supplements,USD,$439.91,5,In-Store,4,4,0,Low,Somewhat Sensitive,1,1,Medium,Tablet,Other,3/3/2024,TRUE,TRUE,Wants-based,Standard,10,30
95-525-0842,34,Male,High,Single,Master's,High,Delta del Tigre,Books,USD,$309.22,5,Mixed,5,1,2,None,Somewhat Sensitive,1,3,Medium,Tablet,debit card,3/24/2024,FALSE,FALSE,Need-based,Standard,10,0
93-356-8589,35,Female,High,Married,Master's,High,Besko,Arts & Crafts,USD,$146.59,10,Online,3,2,1,High,Not Sensitive,0,9,High,Smartphone,Debit Card,1/22/2024,FALSE,TRUE,Need-based,No Preference,3,15
43-715-8777,27,Male,Middle,Divorced,Master's,High,Minneapolis,Luxury Goods,USD,$298.73,4,In-Store,3,5,2,Medium,Not Sensitive,2,2,None,Desktop,Debit Card,11/2/2024,TRUE,FALSE,Impulsive,No Preference,4,5
86-917-7481,48,Female,Middle,Widowed,Master's,High,Shanghu,Animal Feed,USD,$395.01,2,Mixed,5,3,0,None,Very Sensitive,1,10,High,Tablet,debit card,4/18/2024,TRUE,TRUE,Impulsive,Standard,3,15
50-447-5171,50,Female,High,Married,Master's,Middle,Napoli,Office Supplies,USD,$371.19,10,In-Store,4,3,1,High,Somewhat Sensitive,1,6,None,Smartphone,Cash,8/27/2024,TRUE,FALSE,Impulsive,Express,1,15
47-947-4888,26,Male,High,Single,Master's,High,Baisha,Baby Products,USD,$193.76,10,In-Store,4,3,2,Medium,Not Sensitive,2,6,Medium,Tablet,PayPal,2/3/2024,TRUE,TRUE,Impulsive,Express,12,25
57-000-8646,41,Female,High,Widowed,Master's,Middle,Purwa,Jewelry & Accessories,USD,$424.27,6,In-Store,5,1,0,High,Very Sensitive,1,5,Medium,Smartphone,Debit Card,9/15/2024,TRUE,FALSE,Wants-based,Standard,12,25
82-304-6495,19,Male,High,Married,Master's,High,Labo,Beauty & Personal Care,USD,$496.11,2,Mixed,2,2,0.3,Low,Very Sensitive,2,4,High,Tablet,Credit Card,6/8/2024,FALSE,FALSE,Planned,No Preference,12,20
42-898-6421,21,Female,High,Divorced,High School,Middle,Cervantes,Luxury Goods,USD,$341.91,3,Mixed,1,4,2,Low,Very Sensitive,1,7,Medium,Desktop,Cash,5/31/2024,FALSE,FALSE,Impulsive,Standard,7,5
67-599-9267,47,Male,High,Widowed,High School,Middle,Lomintsevskiy,Arts & Crafts,USD,$127.66,11,In-Store,5,1,2,Low,Somewhat Sensitive,1,10,High,Smartphone,Other,2/23/2024,FALSE,FALSE,Impulsive,No Preference,7,30
91-810-3612,36,Female,Middle,Married,Bachelor's,Middle,Dashkawka,Sports & Outdoors,USD,$227.47,2,Online,5,1,0,Medium,Very Sensitive,2,2,High,Smartphone,Debit Card,10/30/2024,TRUE,TRUE,Need-based,No Preference,9,20
22-382-9636,32,Male,Middle,Married,Bachelor's,High,Kamal,Health Care,USD,$342.99,3,Mixed,1,4,2,High,Somewhat Sensitive,2,5,High,Smartphone,Other,11/22/2024,FALSE,TRUE,Wants-based,Standard,6,20
22-022-9256,37,Female,Middle,Married,Master's,High,Fenglu,Jewelry & Accessories,USD,$306.48,5,Online,2,5,1,None,Very Sensitive,2,9,None,Tablet,other,9/15/2024,FALSE,FALSE,Impulsive,No Preference,14,15
74-051-7865,19,Female,High,Divorced,Bachelor's,High,Deqing,Baby Products,USD,$308.54,3,Mixed,5,1,0,Medium,Very Sensitive,0,4,High,Desktop,Other,9/29/2024,TRUE,FALSE,Need-based,Standard,7,15
09-737-8354,37,Female,Middle,Widowed,High School,High,Tandahimba,Animal Feed,USD,$124.17,12,In-Store,3,3,0,Medium,Not Sensitive,2,1,Low,Desktop,PayPal,11/16/2024,TRUE,TRUE,Need-based,No Preference,6,20
24-878-4507,34,Male,High,Divorced,Bachelor's,Middle,Lenart v Slov. Goricah,Clothing,USD,$78.00,5,Mixed,5,4,0,Low,Somewhat Sensitive,2,3,High,Desktop,Cash,11/9/2024,FALSE,TRUE,Need-based,No Preference,11,5
76-382-7162,26,Female,High,Single,High School,Middle,Mahanoro,Food & Beverages,USD,$393.03,4,Online,3,5,0,Low,Somewhat Sensitive,2,7,Medium,Desktop,Debit Card,9/3/2024,FALSE,FALSE,Wants-based,No Preference,7,5
44-938-7475,28,Female,High,Single,Bachelor's,High,Tochio-honchÅ,Hotels,USD,$102.09,3,Mixed,2,5,2,High,Not Sensitive,1,10,Medium,Tablet,cash,3/13/2024,FALSE,TRUE,Wants-based,Standard,1,5
39-636-5871,38,Male,High,Divorced,Bachelor's,High,Bilice,Baby Products,USD,$426.21,3,In-Store,2,4,1,None,Somewhat Sensitive,2,1,Medium,Tablet,Debit Card,4/18/2024,FALSE,FALSE,Impulsive,Express,2,30
66-894-5431,41,Male,Middle,Single,Master's,High,Zarasai,Mobile Accessories,USD,$140.31,2,Online,3,1,2,Medium,Very Sensitive,2,9,None,Desktop,PayPal,5/21/2024,FALSE,FALSE,Wants-based,No Preference,8,0
42-101-8525,21,Male,Middle,Widowed,Bachelor's,Middle,Curahkalak Tengah,Gardening & Outdoors,USD,$413.70,8,Mixed,2,1,2,High,Not Sensitive,2,8,Medium,Smartphone,Other,6/17/2024,FALSE,TRUE,Need-based,Express,6,20
33-203-4230,23,Male,High,Divorced,Master's,Middle,Perbaungan,Software & Apps,USD,$348.63,4,Mixed,5,3,0,High,Not Sensitive,2,7,Low,Desktop,PayPal,4/1/2024,FALSE,FALSE,Need-based,Express,6,15
06-764-5496,26,Female,High,Single,High School,Middle,TiÅ¡ina,Clothing,USD,$91.27,7,In-Store,4,4,0,None,Very Sensitive,0,10,Medium,Desktop,PayPal,6/21/2024,TRUE,TRUE,Impulsive,No Preference,13,0
67-036-4295,50,Female,Middle,Divorced,Master's,High,Montceau-les-Mines,Arts & Crafts,USD,$359.94,11,Online,3,2,1,None,Somewhat Sensitive,1,7,Low,Smartphone,other,12/19/2024,TRUE,TRUE,Need-based,Standard,9,5
67-676-5945,28,Female,High,Married,Bachelor's,High,Legaspi,Baby Products,USD,$138.20,8,In-Store,4,5,2,Medium,Somewhat Sensitive,1,5,High,Smartphone,Cash,3/2/2024,FALSE,TRUE,Planned,No Preference,12,0
30-987-7421,36,Male,Middle,Widowed,High School,High,Estacion,Furniture,USD,$196.33,11,Online,1,4,0,High,Somewhat Sensitive,0,9,Medium,Desktop,Cash,6/29/2024,FALSE,FALSE,Wants-based,Express,11,20
19-885-2597,42,Male,High,Widowed,Master's,Middle,La MontaÃ±ita,Health Supplements,USD,$249.24,8,Mixed,3,1,0,Low,Not Sensitive,2,8,High,Desktop,Other,8/29/2024,TRUE,TRUE,Planned,Standard,7,5
91-761-9492,29,Female,Middle,Divorced,Master's,High,Luoting,Travel & Leisure (Flights,USD,$129.10,12,Online,1,1,1,Low,Very Sensitive,0,1,Medium,Smartphone,paypal,4/15/2024,TRUE,TRUE,Impulsive,Standard,7,10
52-005-9914,28,Male,High,Married,Bachelor's,High,Kanoni,Mobile Accessories,USD,$112.69,10,In-Store,3,4,1,Low,Not Sensitive,1,8,High,Desktop,Debit Card,8/27/2024,FALSE,FALSE,Impulsive,No Preference,1,20
28-947-4295,29,Male,Middle,Widowed,Bachelor's,High,Mozdok,Beauty & Personal Care,USD,$267.85,5,In-Store,2,4,2,Low,Not Sensitive,1,1,High,Desktop,Other,3/20/2024,TRUE,FALSE,Impulsive,Express,7,0
24-241-7171,30,Female,High,Single,High School,High,Huaqiu,Health Supplements,USD,$205.36,12,Mixed,1,5,2,None,Not Sensitive,2,7,Low,Desktop,Other,4/27/2024,TRUE,TRUE,Need-based,Express,5,15
86-771-9082,20,Male,High,Married,Bachelor's,High,Ugljevik,Sports & Outdoors,USD,$79.10,10,Online,3,4,0.3,None,Somewhat Sensitive,1,8,High,Smartphone,paypal,5/5/2024,FALSE,TRUE,Wants-based,Standard,4,15
70-108-1493,25,Female,Middle,Single,High School,High,Dobrica,Office Supplies,USD,$256.63,12,In-Store,2,3,0,None,Not Sensitive,1,3,High,Desktop,debit card,6/16/2024,FALSE,TRUE,Wants-based,No Preference,10,15
54-238-5459,40,Female,High,Widowed,High School,High,Xinzhou,Jewelry & Accessories,USD,$409.98,12,In-Store,2,5,1,None,Somewhat Sensitive,0,6,None,Smartphone,cash,10/15/2024,FALSE,FALSE,Wants-based,No Preference,8,20
37-560-7247,38,Genderqueer,Middle,Married,Master's,High,GryfÃ³w ÅšlÄ…ski,Groceries,USD,$291.60,2,Online,2,2,0,None,Somewhat Sensitive,1,9,None,Smartphone,Other,8/1/2024,FALSE,FALSE,Wants-based,Standard,3,10
83-561-3374,45,Female,High,Widowed,Master's,Middle,Santa Maria do Souto,Software & Apps,USD,$101.70,7,Mixed,1,4,1,High,Somewhat Sensitive,1,3,None,Tablet,Debit Card,6/25/2024,FALSE,FALSE,Wants-based,Standard,4,15
41-009-7879,27,Female,High,Married,High School,Middle,Anyang,Hotels,USD,$369.73,2,Mixed,1,1,1,High,Very Sensitive,0,3,High,Desktop,other,2/4/2024,TRUE,FALSE,Wants-based,Standard,12,10
04-352-1558,36,Female,High,Single,Master's,Middle,Wang Yang,Home Appliances,USD,$71.00,12,Online,2,5,0,High,Very Sensitive,1,5,None,Smartphone,Other,6/26/2024,FALSE,FALSE,Impulsive,Express,13,15
16-583-2801,32,Female,Middle,Widowed,Master's,Middle,Anchorage,Gardening & Outdoors,USD,$280.05,10,In-Store,1,4,1,None,Very Sensitive,2,10,High,Desktop,Debit Card,7/6/2024,TRUE,FALSE,Wants-based,Standard,11,10
84-458-6432,40,Female,Middle,Divorced,Bachelor's,Middle,Mawu,Groceries,USD,$54.71,4,Online,3,3,1,None,Not Sensitive,0,5,High,Tablet,Credit Card,10/26/2024,TRUE,FALSE,Need-based,Standard,3,20
09-513-4923,38,Genderfluid,High,Divorced,Master's,High,Kadugadung,Travel & Leisure (Flights,USD,$119.51,11,Online,2,3,0,Medium,Not Sensitive,1,6,High,Desktop,PayPal,5/7/2024,FALSE,FALSE,Need-based,Express,1,30
85-467-6564,35,Female,Middle,Widowed,High School,Middle,San Nicolas,Health Care,USD,$57.50,12,In-Store,4,2,0,High,Very Sensitive,1,7,None,Smartphone,other,12/8/2024,FALSE,FALSE,Planned,No Preference,13,30
53-240-2040,26,Male,High,Married,High School,High,ItaguaÃ­,Gardening & Outdoors,USD,$225.05,5,Mixed,1,1,0,Medium,Somewhat Sensitive,2,2,None,Tablet,Cash,6/27/2024,FALSE,TRUE,Impulsive,Express,10,25
57-372-5969,35,Non-binary,High,Divorced,Master's,High,Bogovarovo,Clothing,USD,$441.15,7,Mixed,1,2,0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,8/31/2024,FALSE,FALSE,Planned,Express,8,10
08-977-4418,29,Female,Middle,Married,Master's,High,Reuleuet,Electronics,USD,$481.21,3,In-Store,5,4,0,None,Not Sensitive,2,6,None,Tablet,Other,11/13/2024,FALSE,TRUE,Impulsive,Standard,11,15
40-520-3271,29,Female,High,Widowed,High School,High,Zhongcheng,Health Supplements,USD,$102.96,3,In-Store,3,4,2,None,Not Sensitive,0,7,None,Desktop,Credit Card,12/19/2024,FALSE,TRUE,Impulsive,No Preference,4,20
72-336-1992,44,Female,Middle,Widowed,Bachelor's,High,Jubaoshan,Groceries,USD,$331.57,11,Online,4,1,0,Medium,Very Sensitive,0,10,Low,Tablet,Cash,5/6/2024,TRUE,TRUE,Impulsive,Standard,14,10
00-275-9990,24,Female,Middle,Married,Bachelor's,Middle,Tempuran,Food & Beverages,USD,$101.29,11,Mixed,1,5,0,High,Very Sensitive,0,6,High,Smartphone,PayPal,10/30/2024,TRUE,TRUE,Wants-based,Express,4,25
12-417-5609,29,Female,Middle,Widowed,High School,Middle,Iwade,Baby Products,USD,$143.52,9,Online,4,2,0,High,Very Sensitive,2,6,High,Tablet,cash,4/11/2024,TRUE,FALSE,Planned,No Preference,12,0
36-649-0081,24,Female,High,Divorced,Master's,Middle,Beigucheng,Hotels,USD,$276.48,3,Online,3,3,1,High,Very Sensitive,1,7,Low,Smartphone,Credit Card,5/5/2024,TRUE,FALSE,Planned,No Preference,7,15
34-265-8558,22,Female,High,Single,High School,High,Antipolo,Food & Beverages,USD,$352.87,11,Online,2,2,2,Medium,Very Sensitive,0,3,None,Desktop,cash,2/19/2024,FALSE,FALSE,Planned,No Preference,12,0
73-367-8478,41,Genderfluid,High,Single,Bachelor's,High,Giesteira,Packages),USD,$228.68,3,Online,2,2,0,Low,Not Sensitive,1,7,None,Tablet,debit card,10/9/2024,TRUE,TRUE,Impulsive,Express,4,10
55-237-7991,49,Male,Middle,Widowed,Master's,High,Huangtang,Home Appliances,USD,$301.39,6,In-Store,4,4,2,None,Somewhat Sensitive,0,8,High,Desktop,paypal,4/21/2024,FALSE,TRUE,Planned,No Preference,11,10
71-959-3896,29,Male,High,Married,Bachelor's,High,Cipari,Luxury Goods,USD,$473.50,11,Online,4,5,2,High,Somewhat Sensitive,1,3,Low,Tablet,Other,7/24/2024,FALSE,TRUE,Planned,Standard,10,15
29-779-3457,49,Female,Middle,Widowed,Bachelor's,High,Huangni,Office Supplies,USD,$72.80,11,In-Store,2,3,2,None,Very Sensitive,0,7,High,Tablet,cash,8/20/2024,TRUE,TRUE,Need-based,No Preference,3,25
72-006-3769,41,Female,High,Married,Bachelor's,High,SÃ£o Mateus do MaranhÃ£o,Packages),USD,$171.72,3,Mixed,3,1,1,Medium,Very Sensitive,0,10,Medium,Desktop,paypal,3/24/2024,TRUE,TRUE,Wants-based,Express,12,0
81-814-3498,32,Male,Middle,Single,High School,Middle,PÄ«rgaaj,Hotels,USD,$467.50,6,Online,1,4,1,Medium,Not Sensitive,2,1,Medium,Desktop,other,4/4/2024,FALSE,FALSE,Impulsive,Standard,6,30
23-794-8196,36,Genderfluid,High,Married,Master's,Middle,Xinchengzi,Furniture,USD,$209.79,6,Mixed,5,2,2,High,Very Sensitive,2,2,High,Smartphone,credit card,9/13/2024,FALSE,TRUE,Need-based,Standard,10,5
90-602-3583,32,Female,High,Widowed,Bachelor's,Middle,Mocho,Home Appliances,USD,$150.33,9,Mixed,2,4,1.2,None,Somewhat Sensitive,0,6,None,Smartphone,Debit Card,4/24/2024,TRUE,FALSE,Need-based,Express,6,20
69-692-0614,18,Female,Middle,Widowed,Bachelor's,High,ShÄhzÄdpur,Mobile Accessories,USD,$98.63,7,Online,4,2,2,None,Very Sensitive,1,3,None,Tablet,Cash,1/9/2024,TRUE,TRUE,Wants-based,Express,6,30
25-839-8670,45,Female,Middle,Widowed,High School,Middle,TÃ¡la,Health Supplements,USD,$193.30,11,In-Store,1,5,1,High,Very Sensitive,1,4,High,Tablet,PayPal,6/3/2024,TRUE,TRUE,Planned,Standard,12,25
12-851-1771,50,Bigender,High,Married,High School,High,Zhukovo,Electronics,USD,$145.02,7,Online,1,4,0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,6/23/2024,FALSE,TRUE,Need-based,No Preference,9,20
73-145-5784,50,Female,Middle,Divorced,High School,High,Donglu,Furniture,USD,$294.99,4,In-Store,2,2,1,None,Not Sensitive,0,5,High,Smartphone,Other,11/30/2024,TRUE,TRUE,Need-based,Standard,5,10
98-535-8497,35,Male,High,Divorced,Master's,Middle,Lincheng,Clothing,USD,$305.45,2,Mixed,3,2,1,Low,Not Sensitive,1,1,Medium,Tablet,cash,10/24/2024,FALSE,FALSE,Planned,Express,9,10
42-859-2475,40,Male,Middle,Widowed,Master's,High,Yenakiyeve,Sports & Outdoors,USD,$432.42,2,Online,4,2,1,Low,Not Sensitive,0,4,Medium,Desktop,Cash,4/21/2024,TRUE,TRUE,Need-based,No Preference,13,30
69-157-6752,18,Male,Middle,Single,Bachelor's,Middle,Ebu,Electronics,USD,$227.58,11,Online,4,1,2,Medium,Somewhat Sensitive,2,5,None,Desktop,Other,1/23/2024,TRUE,TRUE,Planned,Express,6,25
53-690-5759,38,Agender,High,Divorced,High School,High,Medicine Hat,Home Appliances,USD,$160.89,10,Online,4,3,1,Medium,Not Sensitive,0,5,None,Desktop,Debit Card,6/23/2024,TRUE,TRUE,Planned,Standard,13,5
64-803-7087,32,Male,Middle,Single,Bachelor's,High,SÃ£o JoÃ£o dos Inhamuns,Groceries,USD,$139.10,7,Online,5,1,0,High,Not Sensitive,2,10,Low,Desktop,PayPal,3/20/2024,TRUE,FALSE,Impulsive,No Preference,8,25
82-975-8569,26,Male,High,Widowed,Bachelor's,High,Paris 15,Luxury Goods,USD,$268.28,9,Mixed,5,1,1,Medium,Somewhat Sensitive,1,8,High,Desktop,PayPal,4/9/2024,FALSE,TRUE,Planned,Standard,8,25
13-618-9438,40,Male,High,Divorced,Bachelor's,High,Chuquitira,Home Appliances,USD,$64.49,6,Online,4,1,0,None,Very Sensitive,0,6,None,Desktop,Debit Card,10/19/2024,FALSE,FALSE,Need-based,Standard,7,15
84-337-1016,19,Genderfluid,High,Widowed,High School,High,Longxing,Health Care,USD,$80.17,10,Online,1,5,0,Low,Very Sensitive,0,3,High,Smartphone,Credit Card,5/10/2024,TRUE,FALSE,Planned,No Preference,6,20
99-316-9993,27,Male,Middle,Widowed,Master's,Middle,Staritsa,Groceries,USD,$277.52,11,Mixed,5,1,2,Low,Very Sensitive,0,2,None,Smartphone,Cash,5/14/2024,FALSE,TRUE,Impulsive,No Preference,11,5
41-750-4105,23,Female,High,Divorced,Master's,High,Tingsryd,Books,USD,$53.67,7,In-Store,1,3,0,Medium,Not Sensitive,0,6,None,Desktop,Debit Card,4/13/2024,FALSE,FALSE,Need-based,Standard,11,20
67-438-2378,29,Female,Middle,Divorced,High School,High,Honolulu,Jewelry & Accessories,USD,$323.39,10,Online,5,2,1,High,Very Sensitive,2,3,Low,Smartphone,PayPal,1/4/2024,FALSE,TRUE,Impulsive,No Preference,11,10
54-193-3526,24,Female,Middle,Widowed,Bachelor's,Middle,Masaran,Travel & Leisure (Flights,USD,$98.02,5,Online,1,2,1,Low,Very Sensitive,2,8,Medium,Desktop,Cash,6/30/2024,TRUE,TRUE,Planned,No Preference,10,5
79-973-7862,47,Female,Middle,Married,Master's,Middle,Mount Ayliff,Animal Feed,USD,$231.26,10,In-Store,2,5,0,Low,Very Sensitive,0,1,High,Desktop,Cash,4/30/2024,FALSE,TRUE,Need-based,Express,10,15
91-695-8237,31,Female,Middle,Widowed,High School,High,Kryva Hora,Arts & Crafts,USD,$382.49,6,Online,3,2,2,Medium,Very Sensitive,2,9,Medium,Tablet,PayPal,2/1/2024,TRUE,TRUE,Wants-based,Standard,1,20
53-042-5685,44,Female,Middle,Widowed,Bachelor's,High,Sula,Jewelry & Accessories,USD,$255.42,9,In-Store,3,4,0.3,Low,Not Sensitive,1,10,Medium,Tablet,cash,7/1/2024,FALSE,TRUE,Planned,Standard,11,25
27-941-4995,27,Female,High,Married,High School,Middle,Sankeyushu,Packages),USD,$423.23,12,In-Store,1,2,0,None,Very Sensitive,0,5,None,Desktop,credit card,11/5/2024,FALSE,FALSE,Wants-based,No Preference,6,30
21-300-2001,41,Female,Middle,Widowed,High School,Middle,á¸¨abÄ«l al Jabr,Luxury Goods,USD,$276.08,4,Mixed,4,4,1,High,Very Sensitive,0,6,None,Smartphone,Cash,1/29/2024,FALSE,FALSE,Impulsive,No Preference,10,10
86-668-1045,20,Female,High,Single,High School,Middle,Paris 17,Office Supplies,USD,$333.56,3,Online,1,1,0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,10/25/2024,FALSE,TRUE,Impulsive,Express,14,10
85-366-1482,31,Female,Middle,Married,High School,Middle,Badajoz,Health Care,USD,$129.82,12,Mixed,3,3,2,Low,Not Sensitive,1,5,High,Desktop,Credit Card,6/3/2024,TRUE,FALSE,Impulsive,Express,8,30
47-528-3961,24,Male,High,Married,Master's,High,FaÄ«áº•ÄbÄd,Gardening & Outdoors,USD,$278.78,3,Online,3,1,0,Low,Not Sensitive,0,2,High,Desktop,credit card,6/14/2024,TRUE,TRUE,Need-based,Express,2,15
82-990-0504,46,Female,Middle,Widowed,Bachelor's,Middle,PÃ©lla,Groceries,USD,$112.55,5,Online,1,2,0,None,Very Sensitive,1,2,Low,Tablet,paypal,10/22/2024,TRUE,FALSE,Planned,No Preference,2,20
74-281-3421,50,Female,Middle,Widowed,High School,High,Panyam,Food & Beverages,USD,$142.02,7,Mixed,5,2,2,High,Somewhat Sensitive,2,3,None,Smartphone,Credit Card,7/9/2024,TRUE,FALSE,Planned,No Preference,3,0
